| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 1880 m12 = 320 | 0.00151701  pm 0.000130391 | 3.88906e-05 pm 1.40699e-05 | 0.324184 pm 0.017358 | 4.378e-10 pm 2.30896e-10 | 7.00805e-07 pm 5.46271e-07 | 1.42975e-05 pm 3.88642e-06 | 2.2218e-05 pm 1.3811e-05 | 4.607e-07 pm 4.60595e-07 | 0.039918 pm 0.0111974 | 0.00210639 pm 0.000786722 | 
| tanbeta = 10, m0 = 1880 m12 = 340 | 0.00117988  pm 0.000101082 | 3.52125e-05 pm 1.28051e-05 | 0.24196 pm 0.0128145 | 4.30518e-10 pm 2.26911e-10 | 6.28832e-07 pm 4.93543e-07 | 1.29509e-05 pm 3.56384e-06 | 1.9264e-05 pm 1.22176e-05 | 4.035e-07 pm 4.09833e-07 | 0.0245727 pm 0.00738589 | 0.00159751 pm 0.000619696 | 
| tanbeta = 10, m0 = 1880 m12 = 360 | 0.000918399  pm 7.61309e-05 | 3.17676e-05 pm 1.15967e-05 | 0.182527 pm 0.00949021 | 4.23417e-10 pm 2.23631e-10 | 5.55907e-07 pm 4.39762e-07 | 1.16038e-05 pm 3.22365e-06 | 1.6616e-05 pm 1.07231e-05 | 3.514e-07 pm 3.62579e-07 | 0.0152602 pm 0.00491716 | 0.00121719 pm 0.000487394 | 
| tanbeta = 10, m0 = 1880 m12 = 380 | 0.000715357  pm 5.79543e-05 | 2.85816e-05 pm 1.05122e-05 | 0.139001 pm 0.00714745 | 4.16436e-10 pm 2.2021e-10 | 6.83e-07 pm 6.59734e-07 | 9.43942e-06 pm 3.33522e-06 | 1.4272e-05 pm 9.42184e-06 | 3.034e-07 pm 3.18867e-07 | 0.00963186 pm 0.00330906 | 0.000919839 pm 0.000378747 | 
| tanbeta = 10, m0 = 1880 m12 = 400 | 0.000557284  pm 4.46585e-05 | 2.55961e-05 pm 9.51705e-06 | 0.107053 pm 0.00547865 | 4.09253e-10 pm 2.16017e-10 | 5.91e-07 pm 5.7565e-07 | 8.3283e-06 pm 2.9802e-06 | 1.2233e-05 pm 8.23461e-06 | 2.606e-07 pm 2.78911e-07 | 0.00615947 pm 0.00226226 | 0.00069862 pm 0.000296604 | 
| tanbeta = 10, m0 = 1880 m12 = 420 | 0.000435368  pm 3.48346e-05 | 2.28687e-05 pm 8.54388e-06 | 0.0832974 pm 0.00425259 | 4.01612e-10 pm 2.12576e-10 | 5.08e-07 pm 4.99876e-07 | 7.27871e-06 pm 2.62017e-06 | 1.0398e-05 pm 7.14214e-06 | 2.22e-07 pm 2.42577e-07 | 0.0039707 pm 0.00155123 | 0.000531946 pm 0.000233184 | 
| tanbeta = 10, m0 = 1880 m12 = 440 | 0.000341032  pm 2.76672e-05 | 2.03491e-05 pm 7.68861e-06 | 0.0650704 pm 0.00330253 | 3.94368e-10 pm 2.09295e-10 | 4.33e-07 pm 4.3006e-07 | 6.32258e-06 pm 2.30258e-06 | 8.757e-06 pm 6.15305e-06 | 1.8858e-07 pm 2.09646e-07 | 0.00257898 pm 0.00107117 | 0.00040367 pm 0.000182104 | 
| tanbeta = 10, m0 = 1880 m12 = 460 | 0.000266844  pm 2.15622e-05 | 1.80557e-05 pm 6.85751e-06 | 0.0513687 pm 0.00260926 | 3.85615e-10 pm 2.04753e-10 | 3.67e-07 pm 3.67999e-07 | 5.44612e-06 pm 2.00696e-06 | 6.611e-06 pm 4.74516e-06 | 1.5931e-07 pm 1.80358e-07 | 0.0016827 pm 0.000743309 | 0.000304661 pm 0.00014163 | 
| tanbeta = 10, m0 = 1880 m12 = 480 | 0.000208944  pm 1.67665e-05 | 1.59641e-05 pm 6.1305e-06 | 0.0406588 pm 0.00205181 | 3.78066e-10 pm 2.0119e-10 | 3.08e-07 pm 3.12155e-07 | 4.66421e-06 pm 1.73487e-06 | 6.118e-06 pm 4.5005e-06 | 1.3319e-07 pm 1.54684e-07 | 0.0010987 pm 0.0005096 | 0.000230554 pm 0.000109775 | 
| tanbeta = 10, m0 = 1880 m12 = 500 | 0.000163303  pm 1.32638e-05 | 1.40819e-05 pm 5.44215e-06 | 0.0323559 pm 0.00162783 | 3.68823e-10 pm 1.96102e-10 | 2.57e-07 pm 2.63389e-07 | 3.9578e-06 pm 1.49169e-06 | 5.188e-06 pm 3.91177e-06 | 1.112e-07 pm 1.3178e-07 | 0.00073015 pm 0.000357186 | 0.000174468 pm 8.58536e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 520 | 0.00012749  pm 1.07651e-05 | 1.23714e-05 pm 4.82134e-06 | 0.0259276 pm 0.0013104 | 3.60591e-10 pm 1.92116e-10 | 2.13e-07 pm 2.20406e-07 | 3.34489e-06 pm 1.27934e-06 | 4.3611e-06 pm 3.36251e-06 | 9.244e-08 pm 1.1166e-07 | 0.000487567 pm 0.00025121 | 0.000131079 pm 6.61659e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 540 | 9.96817e-05  pm 8.57785e-06 | 1.08592e-05 pm 4.27467e-06 | 0.0208665 pm 0.00105392 | 3.52552e-10 pm 1.88107e-10 | 1.75e-07 pm 1.8351e-07 | 2.79959e-06 pm 1.08368e-06 | 3.6369e-06 pm 2.87511e-06 | 7.651e-08 pm 9.428e-08 | 0.000325798 pm 0.000176081 | 9.87885e-05 pm 5.12114e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 560 | 7.78473e-05  pm 7.03135e-06 | 9.49817e-06 pm 3.779e-06 | 0.0168593 pm 0.000852939 | 3.43768e-10 pm 1.83634e-10 | 1.43e-07 pm 1.51547e-07 | 2.32662e-06 pm 9.12988e-07 | 3.0249e-06 pm 2.44335e-06 | 6.288e-08 pm 7.90063e-08 | 0.000218286 pm 0.000123585 | 7.42927e-05 pm 3.96292e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 580 | 6.08398e-05  pm 5.67006e-06 | 8.28723e-06 pm 3.32659e-06 | 0.0136618 pm 0.000692374 | 3.35327e-10 pm 1.79289e-10 | 1.16e-07 pm 1.24294e-07 | 1.92533e-06 pm 7.69311e-07 | 2.5148e-06 pm 2.07805e-06 | 5.145e-08 pm 6.60613e-08 | 0.000146642 pm 8.70208e-05 | 5.54966e-05 pm 3.03571e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 600 | 4.76297e-05  pm 4.50891e-06 | 7.20819e-06 pm 2.92439e-06 | 0.0111137 pm 0.000563351 | 3.26927e-10 pm 1.75302e-10 | 9.34e-08 pm 1.01072e-07 | 1.58053e-06 pm 6.36944e-07 | 2.0664e-06 pm 1.74826e-06 | 4.189e-08 pm 5.49246e-08 | 9.9451e-05 pm 6.14163e-05 | 4.16264e-05 pm 2.34118e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 620 | 3.71605e-05  pm 3.69275e-06 | 6.26117e-06 pm 2.55564e-06 | 0.00907882 pm 0.000463053 | 3.18238e-10 pm 1.70938e-10 | 7.46e-08 pm 8.18598e-08 | 1.28882e-06 pm 5.30942e-07 | 1.6894e-06 pm 1.46567e-06 | 3.391e-08 pm 4.54841e-08 | 6.68818e-05 pm 4.29616e-05 | 3.08656e-05 pm 1.77899e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 640 | 2.90893e-05  pm 2.98995e-06 | 5.42718e-06 pm 2.24074e-06 | 0.00743846 pm 0.000380865 | 3.09475e-10 pm 1.666e-10 | 5.92e-08 pm 6.55864e-08 | 1.04253e-06 pm 4.34705e-07 | 1.3836e-06 pm 1.229e-06 | 2.74e-08 pm 3.75272e-08 | 3.71e-05 pm 3.66405e-05 | 2.13e-05 pm 1.48059e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 660 | 2.27381e-05  pm 2.43135e-06 | 4.6894e-06 pm 1.95405e-06 | 0.00610501 pm 0.000314075 | 3.01043e-10 pm 1.62229e-10 | 4.66e-08 pm 5.22096e-08 | 8.4061e-07 pm 3.5829e-07 | 1.129e-06 pm 1.02929e-06 | 2.194e-08 pm 3.07616e-08 | 2.5e-05 pm 2.58213e-05 | 1.57e-05 pm 1.12132e-05 | 
| tanbeta = 10, m0 = 1880 m12 = 680 | 1.77763e-05  pm 1.97682e-06 | 4.04973e-06 pm 1.71374e-06 | 0.00501968 pm 0.000257621 | 2.92456e-10 pm 1.57774e-10 | 3.64e-08 pm 4.1208e-08 | 6.71638e-07 pm 2.90841e-07 | 9.211e-07 pm 8.56747e-07 | 1.7526e-08 pm 2.51048e-08 | 1.68e-05 pm 1.81036e-05 | 1.16e-05 pm 8.4363e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 700 | 1.39132e-05  pm 1.60962e-06 | 3.48781e-06 pm 1.48768e-06 | 0.00415152 pm 0.000214604 | 2.83685e-10 pm 1.53569e-10 | 2.82e-08 pm 3.22589e-08 | 5.32877e-07 pm 2.34966e-07 | 7.5e-07 pm 7.14323e-07 | 1.395e-08 pm 2.03654e-08 | 1.13e-05 pm 1.26964e-05 | 8.48e-06 pm 6.34453e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 720 | 1.08763e-05  pm 1.31379e-06 | 2.99556e-06 pm 1.28448e-06 | 0.0034241 pm 0.000176821 | 2.75123e-10 pm 1.48999e-10 | 2.17e-08 pm 2.50717e-08 | 4.20272e-07 pm 1.88271e-07 | 6.1048e-07 pm 5.95334e-07 | 1.101e-08 pm 1.64571e-08 | 7.61e-06 pm 8.91391e-06 | 6.19e-06 pm 4.72842e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 740 | 8.50972e-06  pm 1.06761e-06 | 2.56744e-06 pm 1.11323e-06 | 0.00283918 pm 0.000146418 | 2.66762e-10 pm 1.4483e-10 | 1.65e-08 pm 1.93334e-08 | 3.29529e-07 pm 1.50478e-07 | 4.9445e-07 pm 4.93703e-07 | 8.687e-09 pm 1.32573e-08 | 5.12e-06 pm 6.24646e-06 | 4.5e-06 pm 3.52169e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 760 | 6.66369e-06  pm 8.72037e-07 | 2.20224e-06 pm 9.68599e-07 | 0.00235873 pm 0.000122325 | 2.58361e-10 pm 1.40497e-10 | 1.25e-08 pm 1.47536e-08 | 2.56462e-07 pm 1.19607e-07 | 4.0083e-07 pm 4.09838e-07 | 6.807e-09 pm 1.0595e-08 | 3.44e-06 pm 4.36348e-06 | 3.26e-06 pm 2.60332e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 780 | 5.20948e-06  pm 7.22575e-07 | 1.88685e-06 pm 8.36609e-07 | 0.00196508 pm 0.000102906 | 2.50045e-10 pm 1.36178e-10 | 9.37e-09 pm 1.11618e-08 | 1.97967e-07 pm 9.37325e-08 | 3.2353e-07 pm 3.38867e-07 | 5.305e-09 pm 8.43034e-09 | 2.31e-06 pm 3.04043e-06 | 2.35e-06 pm 1.92072e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 800 | 4.07738e-06  pm 5.99777e-07 | 1.61554e-06 pm 7.22099e-07 | 0.00163864 pm 8.6344e-05 | 2.41766e-10 pm 1.31992e-10 | 6.96e-09 pm 8.37325e-09 | 1.51958e-07 pm 7.39369e-08 | 2.6051e-07 pm 2.7998e-07 | 4.119e-09 pm 6.68855e-09 | 1.54e-06 pm 2.11472e-06 | 1.68e-06 pm 1.4091e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 820 | 3.18882e-06  pm 4.95194e-07 | 1.37954e-06 pm 6.22157e-07 | 0.00136875 pm 7.2404e-05 | 2.33584e-10 pm 1.27762e-10 | 5.13e-09 pm 6.22658e-09 | 1.15708e-07 pm 5.7334e-08 | 2.0971e-07 pm 2.30888e-07 | 3.175e-09 pm 5.26797e-09 | 1.03e-06 pm 1.46724e-06 | 1.2e-06 pm 1.02479e-06 | 
| tanbeta = 10, m0 = 1880 m12 = 840 | 2.49262e-06  pm 4.05978e-07 | 1.17749e-06 pm 5.35324e-07 | 0.00114439 pm 6.04473e-05 | 2.25603e-10 pm 1.23548e-10 | 3.74e-09 pm 4.57279e-09 | 8.78179e-08 pm 4.44494e-08 | 1.6807e-07 pm 1.90264e-07 | 2.431e-09 pm 4.12836e-09 | 6.85e-07 pm 1.00972e-06 | 8.49e-07 pm 7.39546e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 860 | 1.95367e-06  pm 3.32555e-07 | 1.00385e-06 pm 4.61496e-07 | 0.000959136 pm 5.07194e-05 | 2.1784e-10 pm 1.19516e-10 | 2.7e-09 pm 3.32931e-09 | 6.58575e-08 pm 3.40693e-08 | 1.3558e-07 pm 1.5587e-07 | 1.8553e-09 pm 3.21611e-09 | 4.54e-07 pm 6.93043e-07 | 5.97e-07 pm 5.30922e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 880 | 1.52894e-06  pm 2.75078e-07 | 8.53158e-07 pm 3.95342e-07 | 0.000805196 pm 4.32241e-05 | 2.1006e-10 pm 1.15431e-10 | 1.93e-09 pm 2.39985e-09 | 4.90913e-08 pm 2.59376e-08 | 1.082e-07 pm 1.27934e-07 | 1.4055e-09 pm 2.49109e-09 | 3e-07 pm 4.73305e-07 | 4.18e-07 pm 3.79928e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 900 | 1.19706e-06  pm 2.26297e-07 | 7.24495e-07 pm 3.38303e-07 | 0.000676075 pm 3.61153e-05 | 2.02453e-10 pm 1.11332e-10 | 1.37e-09 pm 1.70478e-09 | 3.63049e-08 pm 1.96484e-08 | 8.6402e-08 pm 1.04647e-07 | 1.0605e-09 pm 1.9197e-09 | 1.97e-07 pm 3.21301e-07 | 2.9e-07 pm 2.69033e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 920 | 9.36577e-07  pm 1.86725e-07 | 6.14223e-07 pm 2.90426e-07 | 0.000568709 pm 3.06003e-05 | 1.94984e-10 pm 1.07418e-10 | 9.57e-10 pm 1.20076e-09 | 2.66491e-08 pm 1.47143e-08 | 6.887e-08 pm 8.529e-08 | 7.962e-10 pm 1.46577e-09 | 1.28e-07 pm 2.16421e-07 | 2e-07 pm 1.8896e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 940 | 7.32661e-07  pm 1.53264e-07 | 5.19783e-07 pm 2.47315e-07 | 0.000479 pm 2.57001e-05 | 1.87561e-10 pm 1.03611e-10 | 6.62e-10 pm 8.31256e-10 | 1.93793e-08 pm 1.0918e-08 | 5.4801e-08 pm 6.94574e-08 | 5.929e-10 pm 1.11557e-09 | 8.3e-08 pm 1.44533e-07 | 1.36e-07 pm 1.31739e-07 | 
| tanbeta = 10, m0 = 1880 m12 = 960 | 5.72822e-07  pm 1.2542e-07 | 4.40352e-07 pm 2.12364e-07 | 0.000403598 pm 2.12955e-05 | 1.80559e-10 pm 9.98654e-11 | 4.53e-10 pm 5.69609e-10 | 1.39e-08 pm 8.02699e-09 | 4.3471e-08 pm 5.63999e-08 | 4.391e-10 pm 8.36116e-10 | 5.33e-08 pm 9.57751e-08 | 9.22e-08 pm 9.11536e-08 | 
| tanbeta = 10, m0 = 1880 m12 = 980 | 4.49254e-07  pm 1.02104e-07 | 3.71241e-07 pm 1.79411e-07 | 0.000340843 pm 1.80787e-05 | 1.73486e-10 pm 9.60912e-11 | 3.06e-10 pm 3.84769e-10 | 9.89e-09 pm 6.00137e-09 | 3.4373e-08 pm 4.55938e-08 | 3.12e-10 pm 6.05999e-10 | 3.39e-08 pm 6.28502e-08 | 6.18e-08 pm 6.21734e-08 | 
| tanbeta = 10, m0 = 1880 m12 = 1000 | 3.5169e-07  pm 8.30553e-08 | 3.13749e-07 pm 1.53376e-07 | 0.000288092 pm 1.51083e-05 | 1.66726e-10 pm 9.24281e-11 | 2.04e-10 pm 2.5519e-10 | 6.94e-09 pm 4.38089e-09 | 2.7199e-08 pm 3.69472e-08 | 2.27e-10 pm 4.49906e-10 | 2.14e-08 pm 4.09953e-08 | 4.1e-08 pm 4.21091e-08 | 
| tanbeta = 10, m0 = 1900 m12 = 120 | 0.0201632  pm 0.00174065 | 7.26142e-05 pm 2.52766e-05 | 46.8321 pm 4.12497 | 3.94223e-10 pm 2.10978e-10 | 1.07094e-06 pm 8.13527e-07 | 1.99277e-05 pm 5.36248e-06 | 5.5258e-05 pm 3.04184e-05 | 1.0008e-06 pm 8.95817e-07 | 22.836 pm 3.73024 | 0.0353331 pm 0.00965919 | 
| tanbeta = 10, m0 = 1900 m12 = 140 | 0.0152589  pm 0.00134353 | 6.91896e-05 pm 2.41623e-05 | 17.0992 pm 1.3002 | 3.91488e-10 pm 2.08849e-10 | 1.04224e-06 pm 7.92225e-07 | 1.96236e-05 pm 5.28872e-06 | 5.2203e-05 pm 2.8837e-05 | 9.511e-07 pm 8.56251e-07 | 9.54773 pm 1.58271 | 0.0257694 pm 0.00725704 | 
| tanbeta = 10, m0 = 1900 m12 = 160 | 0.0116296  pm 0.00102639 | 6.56621e-05 pm 2.29004e-05 | 8.39343 pm 0.583095 | 3.87936e-10 pm 2.07341e-10 | 1.00444e-06 pm 7.64654e-07 | 1.92158e-05 pm 5.19212e-06 | 4.8744e-05 pm 2.71607e-05 | 8.941e-07 pm 8.14119e-07 | 4.37 pm 0.758038 | 0.0189896 pm 0.0055812 | 
| tanbeta = 10, m0 = 1900 m12 = 180 | 0.00888911  pm 0.000788525 | 6.18896e-05 pm 2.17079e-05 | 4.72449 pm 0.307298 | 3.8468e-10 pm 2.05714e-10 | 9.67533e-07 pm 7.37187e-07 | 1.87486e-05 pm 5.05134e-06 | 4.4981e-05 pm 2.53817e-05 | 8.319e-07 pm 7.6802e-07 | 2.14 pm 0.396622 | 0.0140591 pm 0.00423823 | 
| tanbeta = 10, m0 = 1900 m12 = 200 | 0.00681115  pm 0.000595677 | 5.79936e-05 pm 2.04019e-05 | 2.86632 pm 0.179144 | 3.81043e-10 pm 2.03628e-10 | 9.28872e-07 pm 7.11143e-07 | 1.80166e-05 pm 4.82964e-06 | 4.1117e-05 pm 2.35141e-05 | 7.677e-07 pm 7.15556e-07 | 1.1 pm 0.217133 | 0.0105509 pm 0.0032943 | 
| tanbeta = 10, m0 = 1900 m12 = 220 | 0.00524708  pm 0.000463908 | 5.4106e-05 pm 1.9155e-05 | 1.8569 pm 0.111031 | 3.7734e-10 pm 2.01926e-10 | 8.74036e-07 pm 6.70227e-07 | 1.71821e-05 pm 4.58703e-06 | 3.7252e-05 pm 2.15247e-05 | 7.013e-07 pm 6.61021e-07 | 0.592 pm 0.124176 | 0.00789621 pm 0.00254384 | 
| tanbeta = 10, m0 = 1900 m12 = 240 | 0.00405255  pm 0.000359542 | 5.02207e-05 pm 1.77861e-05 | 1.24505 pm 0.0718399 | 3.72787e-10 pm 1.99923e-10 | 8.23344e-07 pm 6.34135e-07 | 1.63684e-05 pm 4.43852e-06 | 3.3489e-05 pm 1.96289e-05 | 6.371e-07 pm 6.09015e-07 | 0.328 pm 0.0728146 | 0.00595596 pm 0.00197932 | 
| tanbeta = 10, m0 = 1900 m12 = 260 | 0.00313689  pm 0.000281477 | 4.64098e-05 pm 1.65161e-05 | 0.86207 pm 0.0483265 | 3.68822e-10 pm 1.98127e-10 | 7.58588e-07 pm 5.87359e-07 | 1.52872e-05 pm 4.20138e-06 | 2.9829e-05 pm 1.7768e-05 | 5.738e-07 pm 5.55626e-07 | 0.188 pm 0.0441459 | 0.00448789 pm 0.00154533 | 
| tanbeta = 10, m0 = 1900 m12 = 280 | 0.00243502  pm 0.000210682 | 4.25586e-05 pm 1.52406e-05 | 0.610608 pm 0.0337577 | 3.63453e-10 pm 1.9519e-10 | 6.98938e-07 pm 5.44954e-07 | 1.41897e-05 pm 3.87273e-06 | 2.6371e-05 pm 1.59589e-05 | 5.136e-07 pm 5.0456e-07 | 0.11 pm 0.0273788 | 0.00339566 pm 0.00120523 | 
| tanbeta = 10, m0 = 1900 m12 = 300 | 0.00189123  pm 0.000163499 | 3.8966e-05 pm 1.40703e-05 | 0.442069 pm 0.0238199 | 3.59021e-10 pm 1.93004e-10 | 6.42693e-07 pm 5.03654e-07 | 1.31519e-05 pm 3.60132e-06 | 2.3116e-05 pm 1.42833e-05 | 4.555e-07 pm 4.54647e-07 | 0.0656 pm 0.0172671 | 0.00258199 pm 0.000946708 | 
| tanbeta = 10, m0 = 1900 m12 = 320 | 0.00147145  pm 0.000125158 | 3.55022e-05 pm 1.29363e-05 | 0.324992 pm 0.0171915 | 3.54014e-10 pm 1.90437e-10 | 5.76528e-07 pm 4.55285e-07 | 1.19068e-05 pm 3.29884e-06 | 2.0266e-05 pm 1.27261e-05 | 4.025e-07 pm 4.0737e-07 | 0.0398663 pm 0.0111255 | 0.00195355 pm 0.000736699 | 
| tanbeta = 10, m0 = 1900 m12 = 340 | 0.00114479  pm 9.70831e-05 | 3.22056e-05 pm 1.17989e-05 | 0.242631 pm 0.0128465 | 3.48748e-10 pm 1.88041e-10 | 5.1684e-07 pm 4.11145e-07 | 1.07754e-05 pm 2.99201e-06 | 1.7519e-05 pm 1.12172e-05 | 3.516e-07 pm 3.61479e-07 | 0.0244624 pm 0.0073564 | 0.00148288 pm 0.000581609 | 
| tanbeta = 10, m0 = 1900 m12 = 360 | 0.000892343  pm 7.42313e-05 | 2.90751e-05 pm 1.06813e-05 | 0.183089 pm 0.00951082 | 3.43332e-10 pm 1.85086e-10 | 6.61e-07 pm 6.44244e-07 | 8.91214e-06 pm 3.14786e-06 | 1.5076e-05 pm 9.87569e-06 | 3.058e-07 pm 3.20733e-07 | 0.0152558 pm 0.0049078 | 0.00113215 pm 0.000457286 | 
| tanbeta = 10, m0 = 1900 m12 = 380 | 0.000695185  pm 5.64836e-05 | 2.61627e-05 pm 9.67444e-06 | 0.139388 pm 0.00715948 | 3.37362e-10 pm 1.81986e-10 | 5.77e-07 pm 5.65987e-07 | 7.92499e-06 pm 2.84177e-06 | 1.3038e-05 pm 8.67407e-06 | 2.642e-07 pm 2.82342e-07 | 0.00961178 pm 0.00329904 | 0.000854804 pm 0.000355057 | 
| tanbeta = 10, m0 = 1900 m12 = 400 | 0.000542566  pm 4.30121e-05 | 2.34773e-05 pm 8.76442e-06 | 0.107374 pm 0.00549183 | 3.31269e-10 pm 1.78935e-10 | 4.99e-07 pm 4.93991e-07 | 6.99635e-06 pm 2.52525e-06 | 1.1104e-05 pm 7.57851e-06 | 2.267e-07 pm 2.47038e-07 | 0.00617213 pm 0.00225666 | 0.00065091 pm 0.000278838 | 
| tanbeta = 10, m0 = 1900 m12 = 420 | 0.000424167  pm 3.40199e-05 | 2.09834e-05 pm 7.90607e-06 | 0.0833994 pm 0.00423219 | 3.2522e-10 pm 1.75901e-10 | 4.29e-07 pm 4.28119e-07 | 6.12671e-06 pm 2.23056e-06 | 9.474e-06 pm 6.60624e-06 | 1.9439e-07 pm 2.15223e-07 | 0.00394246 pm 0.00153687 | 0.000492768 pm 0.000217844 | 
| tanbeta = 10, m0 = 1900 m12 = 440 | 0.000331508  pm 2.68195e-05 | 1.8686e-05 pm 7.10796e-06 | 0.0653515 pm 0.0033183 | 3.18266e-10 pm 1.72085e-10 | 3.66e-07 pm 3.68662e-07 | 5.32382e-06 pm 1.96484e-06 | 8.017e-06 pm 5.70231e-06 | 1.6518e-07 pm 1.86201e-07 | 0.00255695 pm 0.00106455 | 0.000373867 pm 0.000170148 | 
| tanbeta = 10, m0 = 1900 m12 = 460 | 0.000259953  pm 2.09452e-05 | 1.65889e-05 pm 6.34074e-06 | 0.0514467 pm 0.00260567 | 3.12052e-10 pm 1.68885e-10 | 3.1e-07 pm 3.15259e-07 | 4.58884e-06 pm 1.70972e-06 | 6.774e-06 pm 4.92395e-06 | 1.3912e-07 pm 1.60376e-07 | 0.00166414 pm 0.00073259 | 0.000282545 pm 0.000132227 | 
| tanbeta = 10, m0 = 1900 m12 = 480 | 0.000203686  pm 1.63135e-05 | 1.46914e-05 pm 5.66415e-06 | 0.0407256 pm 0.00205636 | 3.05623e-10 pm 1.65782e-10 | 2.6e-07 pm 2.66614e-07 | 3.93005e-06 pm 1.4831e-06 | 5.554e-06 pm 4.1298e-06 | 1.1718e-07 pm 1.37535e-07 | 0.00109923 pm 0.000507511 | 0.000214649 pm 0.000103238 | 
| tanbeta = 10, m0 = 1900 m12 = 500 | 0.000159252  pm 1.30308e-05 | 1.29647e-05 pm 5.04636e-06 | 0.0325234 pm 0.00164952 | 2.99056e-10 pm 1.62531e-10 | 2.17e-07 pm 2.25584e-07 | 3.34313e-06 pm 1.27854e-06 | 4.7463e-06 pm 3.60678e-06 | 9.785e-08 pm 1.17101e-07 | 0.000725377 pm 0.000354413 | 0.00016241 pm 8.06471e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 520 | 0.000124472  pm 1.06732e-05 | 1.1406e-05 pm 4.46982e-06 | 0.0259865 pm 0.00131462 | 2.92454e-10 pm 1.59158e-10 | 1.8e-07 pm 1.88424e-07 | 2.81685e-06 pm 1.09473e-06 | 4.0017e-06 pm 3.11449e-06 | 8.144e-08 pm 9.92142e-08 | 0.000484621 pm 0.000249538 | 0.000121809 pm 6.20297e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 540 | 9.73046e-05  pm 8.50707e-06 | 1.00122e-05 pm 3.95831e-06 | 0.0209513 pm 0.00105959 | 2.85697e-10 pm 1.55694e-10 | 1.48e-07 pm 1.56698e-07 | 2.36415e-06 pm 9.28015e-07 | 3.339e-06 pm 2.6618e-06 | 6.722e-08 pm 8.39674e-08 | 0.000323834 pm 0.000174875 | 9.21429e-05 pm 4.83636e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 560 | 7.60647e-05  pm 6.86344e-06 | 8.76259e-06 pm 3.50538e-06 | 0.0169184 pm 0.000856827 | 2.78932e-10 pm 1.52375e-10 | 1.21e-07 pm 1.29526e-07 | 1.96794e-06 pm 7.8043e-07 | 2.7785e-06 pm 2.26051e-06 | 5.53e-08 pm 7.0438e-08 | 0.000217145 pm 0.00012311 | 6.89684e-05 pm 3.70812e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 580 | 5.9404e-05  pm 5.45715e-06 | 7.65981e-06 pm 3.08644e-06 | 0.0137157 pm 0.000695132 | 2.72062e-10 pm 1.48665e-10 | 9.81e-08 pm 1.06089e-07 | 1.62719e-06 pm 6.59181e-07 | 2.3096e-06 pm 1.93059e-06 | 4.535e-08 pm 5.88502e-08 | 0.000145694 pm 8.63014e-05 | 5.15361e-05 pm 2.84132e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 600 | 4.64599e-05  pm 4.44836e-06 | 6.66808e-06 pm 2.71542e-06 | 0.0111461 pm 0.000565193 | 2.6494e-10 pm 1.45193e-10 | 7.89e-08 pm 8.63442e-08 | 1.33779e-06 pm 5.50461e-07 | 1.9122e-06 pm 1.62991e-06 | 3.697e-08 pm 4.90197e-08 | 9.9329e-05 pm 6.14671e-05 | 3.85307e-05 pm 2.18097e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 620 | 3.6334e-05  pm 3.62413e-06 | 5.79886e-06 pm 2.39009e-06 | 0.00910906 pm 0.000465713 | 2.5814e-10 pm 1.41723e-10 | 6.31e-08 pm 6.97262e-08 | 1.08923e-06 pm 4.53402e-07 | 1.556e-06 pm 1.36299e-06 | 2.995e-08 pm 4.05832e-08 | 6.70573e-05 pm 4.30331e-05 | 2.88796e-05 pm 1.67174e-05 | 
| tanbeta = 10, m0 = 1900 m12 = 640 | 2.84357e-05  pm 2.93236e-06 | 5.02672e-06 pm 2.08976e-06 | 0.00746462 pm 0.000383415 | 2.51242e-10 pm 1.38065e-10 | 5e-08 pm 5.59047e-08 | 8.84058e-07 pm 3.73478e-07 | 1.281e-06 pm 1.14855e-06 | 2.419e-08 pm 3.34795e-08 | 3.69e-05 pm 3.64773e-05 | 1.98e-05 pm 1.38503e-05 | 
